name,amount
20.7392197125,1
24.9664613279,1
38.8802190281,1
30.6721423682,1
23.6577686516,1
30.4010951403,1
30.6529774127,1
35.7891854894,1
26.8802190281,1
31.3730321697,1
31.6194387406,1
27.1074606434,1
34.2806297057,1
29.325119781,1
30.045174538,1
36.0711841205,1
25.5331964408,1
35.5592060233,1
21.2676249144,1
21.7604380561,1
37.453798768,1
20.6981519507,1
19.4277891855,1
26.6694045175,1
24.6598220397,1
30.1382614648,1
28.6406570842,1
31.5783709788,1
30.8199863107,1
19.0663928816,1
36.0848733744,1
33.0513347023,1
30.0041067762,1
18.7433264887,1
29.9958932238,1
36.3203285421,1
33.9000684463,1
29.1882272416,1
21.9274469541,1
21.1690622861,1
25.4154688569,2
32.8021902806,1
30.6475017112,1
32.7830253251,1
25.8945927447,1
29.5852156057,1
33.1033538672,1
29.5468856947,1
30.7789185489,1
32.3285420945,1
26.5133470226,1
29.7549623546,1
28.5037645448,1
20.2381930185,1
27.7262149213,1
22.7214236824,1
27.6878850103,1
22.6830937714,1
25.4127310062,1
18.9103353867,1
21.659137577,1
32.720054757,1
22.5872689938,1
34.688569473,1
30.0561259411,1
22.302532512,1
29.2977412731,1
27.2689938398,1
22.264202601,1
33.9876796715,1
28.4818617385,1
33.9493497604,1
21.2210814511,1
28.6899383984,1
28.1779603012,1
27.665982204,1
25.6563997262,1
23.8932238193,1
22.6228610541,1
20.1204654346,1
24.3668720055,1
26.8309377139,1
27.5701574264,1
32.5804243669,1
23.0198494182,1
24.5174537988,1
18.7542778919,1
27.2470910335,1
23.7399041752,1
19.9863107461,1
25.6919917864,1
31.9288158795,1
30.9240246407,1
31.6632443532,1
21.6536618754,1
24.3832991102,1
32.7474332649,1
30.8665297741,1
34.6173853525,1
34.1683778234,1
29.311430527,1
28.0602327173,1
30.7898699521,1
27.5455167693,1
25.0266940452,1
21.7659137577,2
27.5099247091,1
25.0841889117,1
22.7515400411,1
34.250513347,1
28.4955509925,1
26.4859685147,1
30.2012320329,1
18.4476386037,1
25.9356605065,1
32.7227926078,1
31.356605065,1
28.5886379192,1
27.5646817248,1
25.3086926762,1
27.0527036277,1
28.7967145791,1
27.279945243,1
30.2751540041,1
32.038329911,1
